url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,web_traffic,dns_record,google_index,page_rank,status
http://codecanyon.net/item/uber-google-maps-for-layers/full_screen_preview/11387157,83,14,1,1,4,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0963855421686747,0.0,0,0,0,0,0,1,0,0,0,1,0,11,4,3,10,3,10,10,8,5.636363636363637,10.0,5.2,1,0,0,0,0,0,0,1,30.0,0,0.0,100.0,0,0,0,73.4375,0,0,0,0,1,0,239,0,0,-1,6,alive
http://mic.com/articles/116514/7-sexist-dating-habits-that-just-need-to-die-in-2015,83,7,0,1,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.13253012048192772,0.0,0,0,0,0,0,1,0,0,0,2,0,14,2,1,3,1,8,3,8,4.214285714285714,3.0,4.3076923076923075,0,0,0,0,0,0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,0,2766,0,0,-1,5,alive
http://elitedaily.com/envision/natural-water-slide-better-water-park-video/1025317/,83,14,1,1,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.08433734939759036,0.0,0,0,0,0,0,1,0,0,0,2,0,10,1,4,10,4,10,10,8,6.2,10.0,5.777777777777778,0,0,0,0,0,0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2736,0,0,-1,5,alive
http://jalopnik.com/5945761/a-driverless-car-will-be-the-first-real-robot-youll-own,83,12,1,1,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.08433734939759036,0.0,0,0,0,0,0,1,0,0,0,1,0,13,3,1,8,1,10,8,10,4.615384615384615,8.0,4.333333333333333,0,0,0,0,0,0,0,1,76.81159420289855,0,80.88235294117648,19.11764705882353,0,0,0,42.857142857142854,0,0,0,0,1,0,188,0,0,-1,6,alive
http://cox.com/residential/tv/contour.cox?campcode=landing_contour_landing_learn1_3,83,7,0,2,0,0,1,0,0,1,4,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.024096385542168676,0.0,0,0,0,0,0,2,0,1,0,2,0,11,0,1,3,1,11,3,11,5.636363636363637,3.0,5.9,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,1,1,0,0,340,0,0,-1,5,alive
http://deadspin.com/kobe-to-dwight-howard-soft-motherfucker-bitch-ass-ni-1653019017,83,12,1,1,9,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.12048192771084337,0.0,0,0,0,0,0,1,0,0,0,1,0,11,1,2,8,2,12,8,12,5.636363636363637,8.0,5.4,0,0,0,0,0,0,0,1,79.1044776119403,0,98.0392156862745,1.9607843137254901,0,0,0,42.857142857142854,0,0,0,0,0,0,231,0,0,-1,5,alive
http://graphicriver.net/item/beach-madness-flyer-template/8024140?ref=saltshaker911,83,16,1,1,3,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.12048192771084337,0.0,0,0,0,0,0,1,0,0,0,1,0,9,2,3,12,3,13,12,13,7.111111111111111,12.0,6.5,0,0,0,0,0,0,0,1,30.0,0,0.0,100.0,0,0,0,19.047619047619047,0,0,0,0,1,0,180,0,0,-1,6,alive
http://kickass.to/horriblesubs-mikagura-gakuen-kumikyoku-01-720p-mkv-t10475675.html,83,10,1,2,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1566265060240964,0.0,0,0,0,0,0,2,0,0,0,0,0,10,2,2,7,2,12,7,12,6.4,7.0,6.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,4,alive
http://codecanyon.net/item/quform-wordpress-form-builder/full_screen_preview/706149,83,14,0,1,3,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.07228915662650602,0.0,0,0,0,0,0,1,0,0,0,1,0,10,3,4,10,4,10,10,9,6.3,10.0,5.888888888888889,1,0,0,0,0,0,0,1,30.0,0,0.0,100.0,0,0,0,73.4375,0,0,0,0,1,0,239,0,0,-1,6,alive
http://indianexpress.com/article/india/india-others/if-you-want-to-help-the-farmer/,83,17,0,1,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,12,1,2,13,2,13,13,7,5.0,13.0,4.2727272727272725,0,0,0,0,0,0,0,1,57.14285714285714,0,97.91666666666666,2.083333333333333,0,0,0,4.761904761904762,0,0,0,1,1,0,443,0,0,-1,6,alive
http://elitedaily.com/envision/15-yoga-moms-take-little-munchkins-practice/1029838/,83,14,1,1,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.10843373493975904,0.0,0,0,0,0,0,1,0,0,0,2,0,10,1,2,10,2,10,10,9,6.2,10.0,5.777777777777778,0,0,0,0,0,0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2736,0,0,-1,5,alive
http://mashable.com/category/world/2015/05/13/trump-tweets-philadelphia-train-crash,83,12,0,1,4,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.0963855421686747,0.0,0,0,0,0,0,1,0,0,0,1,0,11,1,2,8,2,12,8,12,5.636363636363637,8.0,5.4,0,0,0,0,0,0,0,1,46.42857142857143,0,33.33333333333333,66.66666666666666,0,0,0,0.0,0,0,0,0,0,0,1233,0,0,-1,7,alive
http://digg.com/video/seth-meyers-dog-competes-against-a-champion-italian-greyhound,83,8,0,1,8,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,11,1,1,4,1,9,4,9,5.636363636363637,4.0,5.8,0,0,0,0,0,0,1,1,75.0,0,50.0,50.0,0,0,0,20.0,0,0,0,0,0,0,2127,0,0,-1,7,alive
http://kakaku.com/golf/fairway-wood/ranking_6112/pricedown/div-gpt-ad-k/header_text,83,10,0,1,4,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.04819277108433735,0.0,0,0,0,0,0,1,1,0,0,1,0,13,2,1,6,1,9,6,9,4.615384615384615,6.0,4.5,0,0,0,0,0,0,0,1,33.33333333333333,0,6.122448979591836,93.87755102040816,0,0,0,37.5,0,0,0,1,1,0,125,0,0,-1,5,alive
http://mic.com/articles/98186/the-transgender-movement-is-coming-to-fall-television,83,7,0,1,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.060240963855421686,0.0,0,0,1,0,0,1,0,0,0,2,0,11,1,2,3,2,11,3,11,5.636363636363637,3.0,5.9,0,0,0,0,0,0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,0,2766,0,0,-1,5,alive
http://extratorrent.cc/torrent_download/4189675/Elle+UK+%E2%80%93+June+2015.torrent,83,15,1,2,0,0,0,0,0,0,1,0,3,5,0,1,0,0,0,0,0,0,0,0,1,0.1927710843373494,0.0,0,0,0,0,0,2,0,0,0,0,0,9,4,2,12,2,12,12,12,7.222222222222222,12.0,6.625,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,274,0,0,-1,4,alive
